ID_Mt4,chromosome_file,position_start
429,Medtr1g014610,1,3317763
430,Medtr1g013650,1,3322974
431,Medtr1g013640,1,3331910
432,Medtr1g013630,1,3339673
433,Medtr1g013620,1,3341399
434,Medtr1g013610,1,3349118
435,Medtr1g013600,1,3353377
436,Medtr1g013580,1,3361025
437,Medtr1g013560,1,3371041
438,Medtr1g013280,1,3378620
439,Medtr1g013350,1,3381303
440,Medtr1g013340,1,3388917
441,Medtr1g013320,1,3400420
442,Medtr1g014640,1,3407349
443,Medtr1g013450,1,3419850
444,Medtr1g014650,1,3423546
445,Medtr1g013440,1,3421584
446,Medtr1g013430,1,3425527
447,Medtr1g013410,1,3429068
448,Medtr1g013400,1,3433635
449,Medtr1g013360,1,3452043
450,Medtr1g014660,1,3462672
451,Medtr1g014670,1,3478794
452,Medtr1g014680,1,3486908
453,Medtr1g014690,1,3494604
454,Medtr1g014700,1,3502215
455,Medtr1g014710,1,3505741
456,Medtr1g014720,1,3511878
457,Medtr1g014730,1,3519914
458,Medtr1g014750,1,3529729
459,Medtr1g014780,1,3551204
460,Medtr1g014790,1,3555737
461,Medtr1g014800,1,3562399
462,Medtr1g014820,1,3573655
463,Medtr1g014860,1,3588962
464,Medtr1g014880,1,3594741
465,Medtr1g014930,1,3624922
466,Medtr1g014988,1,3654028
467,Medtr1g015000,1,3664002
468,Medtr1g015010,1,3665624
469,Medtr1g015020,1,3673328
470,Medtr1g015040,1,3681008
471,Medtr1g015050,1,3683350
472,Medtr1g015073,1,3700291
473,Medtr1g015110,1,3710663
474,Medtr1g015120,1,3723601
475,Medtr1g015140,1,3734089
476,Medtr1g015150,1,3735983
477,Medtr1g015165,1,3744476
478,Medtr1g015185,1,3746618
479,Medtr1g015270,1,3752663
480,Medtr1g015275,1,3757928
481,Medtr1g015285,1,3760545
482,Medtr1g015290,1,3764474
483,Medtr1g015300,1,3765574
484,Medtr1g015250,1,3775511
485,Medtr1g015240,1,3783820
486,Medtr1g015230,1,3788448
487,Medtr1g015310,1,3794957
488,Medtr1g015350,1,3808057
489,Medtr1g015390,1,3810303
490,Medtr1g015410,1,3840622
491,Medtr1g015430,1,3856224
492,Medtr1g015450,1,3862292
493,Medtr1g015460,1,3872093
494,Medtr1g015470,1,3873737
495,Medtr1g015480,1,3877991
496,Medtr1g015490,1,3884524
497,Medtr1g015500,1,3886816
498,Medtr1g015510,1,3903436
499,Medtr1g015520,1,3908186
500,Medtr1g015530,1,3911308
501,Medtr1g015540,1,3922053
502,Medtr1g015570,1,3936828
503,Medtr1g015620,1,3948600
504,Medtr1g015650,1,3975307
505,Medtr1g015670,1,3984990
506,Medtr1g015673,1,3986316
507,Medtr1g015677,1,3987876
508,Medtr1g015680,1,3991372
509,Medtr1g015700,1,3997246
510,Medtr1g015710,1,4006830
511,Medtr1g015720,1,4010083
512,Medtr1g015730,1,4014695
513,Medtr1g015740,1,4016529
514,Medtr1g015750,1,4018548
515,Medtr1g015770,1,4031843
516,Medtr1g015780,1,4041900
517,Medtr1g015810,1,4063382
518,Medtr1g015820,1,4067354
519,Medtr1g015830,1,4074793
520,Medtr1g015840,1,4082933
521,Medtr1g015850,1,4084228
522,Medtr1g015860,1,4089186
523,Medtr1g015880,1,4098157
524,Medtr1g015890,1,4108971
525,Medtr1g015900,1,4112525
526,Medtr1g015910,1,4116016
527,Medtr1g015920,1,4121443
528,Medtr1g015930,1,4122613
529,Medtr1g015940,1,4127132
530,Medtr1g015960,1,4133671
531,Medtr1g015970,1,4135963
532,Medtr1g015980,1,4141021
533,Medtr1g015990,1,4152514
534,Medtr1g016000,1,4157191
535,Medtr1g016010,1,4158857
536,Medtr1g016050,1,4180320
537,Medtr1g016060,1,4186114
538,Medtr1g016070,1,4195061
539,Medtr1g016080,1,4199649
540,Medtr1g016100,1,4210484
541,Medtr1g016110,1,4214827
542,Medtr1g016120,1,4222777
543,Medtr1g016150,1,4235391
544,Medtr1g016160,1,4237601
545,Medtr1g016170,1,4238422
546,Medtr1g016200,1,4252785
547,Medtr1g016210,1,4255053
548,Medtr1g016213,1,4260053
549,Medtr1g016217,1,4261883
550,Medtr1g016220,1,4263675
551,Medtr1g016230,1,4270888
552,Medtr1g016235,1,4278398
553,Medtr1g016250,1,4285332
554,Medtr1g016255,1,4296100
555,Medtr1g016270,1,4297451
556,Medtr1g016280,1,4298714
557,Medtr1g016290,1,4303228
558,Medtr1g016300,1,4311042
559,Medtr1g016310,1,4321580
560,Medtr1g016330,1,4325713
561,Medtr1g016335,1,4328496
562,Medtr1g016340,1,4333106
563,Medtr1g016360,1,4337804
564,Medtr1g016370,1,4343130
565,Medtr1g016390,1,4347937
566,Medtr1g016395,1,4352060
567,Medtr1g016400,1,4355120
568,Medtr1g016410,1,4357284
569,Medtr1g016430,1,4363297
570,Medtr1g016440,1,4371842
571,Medtr1g016450,1,4378894
572,Medtr1g016460,1,4391438
573,Medtr1g016480,1,4399288
574,Medtr1g016490,1,4410107
575,Medtr1g016510,1,4416255
576,Medtr1g016540,1,4428437
577,Medtr1g016570,1,4439666
578,Medtr1g016740,1,4442569
579,Medtr1g016750,1,4449872
580,Medtr1g016760,1,4457792
581,Medtr1g016610,1,4470377
582,Medtr1g016620,1,4473372
583,Medtr1g016630,1,4478041
584,Medtr1g016780,1,4491952
585,Medtr1g016790,1,4500860
586,Medtr1g016800,1,4502153
587,Medtr1g016820,1,4516301
588,Medtr1g016830,1,4517762
589,Medtr1g016840,1,4519752
590,Medtr1g016850,1,4527427
591,Medtr1g016870,1,4535514
592,Medtr1g016880,1,4538086
593,Medtr1g016890,1,4543759
594,Medtr1g016900,1,4546641
595,Medtr1g016910,1,4554263
596,Medtr1g016920,1,4556987
597,Medtr1g016930,1,4565937
598,Medtr1g016950,1,4569308
599,Medtr1g016960,1,4570228
600,Medtr1g016970,1,4575701
601,Medtr1g016980,1,4585063
602,Medtr1g016990,1,4598444
603,Medtr1g017000,1,4609270
604,Medtr1g017020,1,4619316
605,Medtr1g017080,1,4656188
606,Medtr1g017090,1,4663975
607,Medtr1g017100,1,4668429
608,Medtr1g017120,1,4674635
609,Medtr1g017130,1,4677451
610,Medtr1g017140,1,4685126
611,Medtr1g017160,1,4699269
612,Medtr1g017170,1,4703138
613,Medtr1g017220,1,4748030
614,Medtr1g017250,1,4756017
615,Medtr1g017260,1,4756902
616,Medtr1g017270,1,4765355
617,Medtr1g017290,1,4777014
618,Medtr1g017300,1,4783325
619,Medtr1g017320,1,4791419
620,Medtr1g017330,1,4792942
621,Medtr1g017340,1,4796944
622,Medtr1g017350,1,4800948
623,Medtr1g017380,1,4821544
624,Medtr1g017390,1,4833343
625,Medtr1g017400,1,4844540
626,Medtr1g017450,1,4866395
627,Medtr1g017480,1,4892928
628,Medtr1g017490,1,4900623
629,Medtr1g017500,1,4910192
630,Medtr1g017520,1,4919114
631,Medtr1g017530,1,4936230
632,Medtr1g017540,1,4942818
633,Medtr1g017570,1,4961484
634,Medtr1g017580,1,4965763
635,Medtr1g017590,1,4970344
636,Medtr1g017670,1,5029241
637,Medtr1g017700,1,5034655
638,Medtr1g017770,1,5043580
639,Medtr1g017780,1,5046332
640,Medtr1g017790,1,5050536
641,Medtr1g017795,1,5051012
642,Medtr1g017800,1,5053981
643,Medtr1g017820,1,5065499
644,Medtr1g017830,1,5066497
645,Medtr1g017840,1,5067896
646,Medtr1g017850,1,5075416
647,Medtr1g017870,1,5082312
648,Medtr1g017880,1,5089826
649,Medtr1g017890,1,5098091
650,Medtr1g017900,1,5102115
651,Medtr1g017910,1,5105397
652,Medtr1g017920,1,5111821
653,Medtr1g017940,1,5119140
654,Medtr1g017950,1,5123274
655,Medtr1g017970,1,5131365
656,Medtr1g017990,1,5145127
657,Medtr1g018000,1,5148392
658,Medtr1g018020,1,5156633
659,Medtr1g018030,1,5159586
660,Medtr1g018040,1,5162771
661,Medtr1g018280,1,5174351
662,Medtr1g018300,1,5182045
663,Medtr1g018320,1,5202292
664,Medtr1g018150,1,5209011
665,Medtr1g018180,1,5219153
666,Medtr1g018200,1,5228214
667,Medtr1g018205,1,5242717
668,Medtr1g018140,1,5249033
669,Medtr1g018130,1,5253026
670,Medtr1g018350,1,5256008
671,Medtr1g018090,1,5271864
672,Medtr1g018410,1,5287923
673,Medtr1g018420,1,5294238
674,Medtr1g018440,1,5309252
675,Medtr1g018450,1,5321363
676,Medtr1g018470,1,5331283
677,Medtr1g018480,1,5334173
678,Medtr1g418495,1,5344628
679,Medtr1g418505,1,5349002
680,Medtr1g418545,1,5360731
681,Medtr1g018510,1,5374250
682,Medtr1g018515,1,5377489
683,Medtr1g018550,1,5385012
684,Medtr1g018580,1,5390686
685,Medtr1g018590,1,5394224
686,Medtr1g018600,1,5398549
687,Medtr1g018610,1,5399279
688,Medtr1g018620,1,5405529
689,Medtr1g018640,1,5418673
690,Medtr1g018650,1,5420514
691,Medtr1g018670,1,5429159
692,Medtr1g018680,1,5434143
693,Medtr1g018685,1,5439307
694,Medtr1g018690,1,5441036
695,Medtr1g018700,1,5449752
696,Medtr1g018710,1,5453115
697,Medtr1g018740,1,5461098
698,Medtr1g018750,1,5467077
699,Medtr1g018760,1,5478973
700,Medtr1g018765,1,5483522
701,Medtr1g018770,1,5487012
702,Medtr1g018785,1,5500008
703,Medtr1g018790,1,5512021
704,Medtr1g018800,1,5515974
705,Medtr1g018805,1,5518419
706,Medtr1g018810,1,5530162
707,Medtr1g018820,1,5538473
708,Medtr1g018830,1,5542120
709,Medtr1g018840,1,5545981
710,Medtr1g018910,1,5570944
711,Medtr1g018930,1,5577520
712,Medtr1g018940,1,5582864
713,Medtr1g018970,1,5618721
714,Medtr1g018990,1,5634166
715,Medtr1g019000,1,5638339
716,Medtr1g019005,1,5640155
717,Medtr1g019030,1,5651148
718,Medtr1g019040,1,5654657
719,Medtr1g019050,1,5659533
720,Medtr1g019080,1,5667810
721,Medtr1g019090,1,5670422
722,Medtr1g019110,1,5681145
723,Medtr1g019120,1,5685913
724,Medtr1g019125,1,5701394
725,Medtr1g019130,1,5704096
726,Medtr1g019140,1,5706766
727,Medtr1g019150,1,5708406
728,Medtr1g019160,1,5718927
729,Medtr1g019170,1,5720173
730,Medtr1g019190,1,5731512
731,Medtr1g019200,1,5740577
732,Medtr1g019220,1,5748373
733,Medtr1g019230,1,5752640
734,Medtr1g019240,1,5755377
735,Medtr1g019250,1,5760299
736,Medtr1g019265,1,5769810
737,Medtr1g019270,1,5774038
738,Medtr1g019280,1,5777571
739,Medtr1g019285,1,5790594
740,Medtr1g019290,1,5791136
741,Medtr1g019320,1,5805004
742,Medtr1g019340,1,5812524
743,Medtr1g019350,1,5821828
744,Medtr1g019360,1,5822836
745,Medtr1g019370,1,5829992
746,Medtr1g019400,1,5849078
747,Medtr1g019410,1,5858845
748,Medtr1g019430,1,5867188
749,Medtr1g019440,1,5870673
750,Medtr1g019450,1,5874645
751,Medtr1g019460,1,5876457
752,Medtr1g019470,1,5878364
753,Medtr1g019480,1,5884776
754,Medtr1g019490,1,5887207
755,Medtr1g019500,1,5893226
756,Medtr1g019510,1,5901617
757,Medtr1g019520,1,5905885
758,Medtr1g019530,1,5908088
759,Medtr1g019540,1,5911766
760,Medtr1g019545,1,5917266
761,Medtr1g019550,1,5918200
762,Medtr1g019580,1,5932901
763,Medtr1g019590,1,5934153
764,Medtr1g019600,1,5935922
765,Medtr1g019610,1,5937553
766,Medtr1g019620,1,5938193
767,Medtr1g019625,1,5946073
768,Medtr1g019640,1,5948679
769,Medtr1g019650,1,5950928
770,Medtr1g019660,1,5954341
771,Medtr1g019670,1,5960487
772,Medtr1g019680,1,5963376
773,Medtr1g019715,1,5979017
774,Medtr1g019720,1,5982916
775,Medtr1g019725,1,5983776
776,Medtr1g019730,1,5984247
777,Medtr1g019740,1,5985758
778,Medtr1g019750,1,5998509
779,Medtr1g019760,1,6004898
780,Medtr1g019770,1,6018832
781,Medtr1g019783,1,6026859
782,Medtr1g019787,1,6027605
783,Medtr1g019780,1,6024487
784,Medtr1g019790,1,6033275
785,Medtr1g019800,1,6036543
786,Medtr1g019810,1,6038750
787,Medtr1g019820,1,6044577
788,Medtr1g019825,1,6048668
789,Medtr1g019850,1,6058875
790,Medtr1g019870,1,6062059
791,Medtr1g019890,1,6073554
792,Medtr1g019900,1,6076314
793,Medtr1g019910,1,6080525
794,Medtr1g019920,1,6081482
795,Medtr1g019930,1,6082221
796,Medtr1g019940,1,6088051
797,Medtr1g019960,1,6100951
798,Medtr1g019970,1,6109419
799,Medtr1g019980,1,6113364
800,Medtr1g019990,1,6116035
801,Medtr1g020000,1,6119539
802,Medtr1g020020,1,6141269
803,Medtr1g020050,1,6154174
804,Medtr1g020060,1,6155738
805,Medtr1g020070,1,6162140
806,Medtr1g020080,1,6171590
807,Medtr1g020090,1,6176550
808,Medtr1g020950,1,6182637
809,Medtr1g020980,1,6199743
810,Medtr1g021010,1,6206412
811,Medtr1g021020,1,6214162
812,Medtr1g021027,1,6221833
813,Medtr1g021030,1,6226806
814,Medtr1g021040,1,6228616
815,Medtr1g021070,1,6245858
816,Medtr1g021080,1,6250091
817,Medtr1g021100,1,6261121
818,Medtr1g021110,1,6269491
819,Medtr1g021120,1,6277065
820,Medtr1g021150,1,6288645
821,Medtr1g021180,1,6297790
822,Medtr1g021200,1,6308060
823,Medtr1g021210,1,6308939
824,Medtr1g021220,1,6317553
825,Medtr1g021230,1,6319810
826,Medtr1g021250,1,6326399
827,Medtr1g021270,1,6335039
828,Medtr1g021280,1,6344788
829,Medtr1g021290,1,6346688
